"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 04:18:51 GMT 2023","Thu Apr 06 04:18:52 GMT 2023","822","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"passed","Thu Apr 06 04:18:49 GMT 2023","Thu Apr 06 04:18:50 GMT 2023","866","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Thu Apr 06 04:18:49 GMT 2023","Thu Apr 06 04:18:50 GMT 2023","794","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"passed","Thu Apr 06 04:18:50 GMT 2023","Thu Apr 06 04:18:51 GMT 2023","680","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"passed","Thu Apr 06 04:18:45 GMT 2023","Thu Apr 06 04:18:49 GMT 2023","3488","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Thu Apr 06 04:18:48 GMT 2023","Thu Apr 06 04:18:49 GMT 2023","971","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Thu Apr 06 04:18:50 GMT 2023","Thu Apr 06 04:18:51 GMT 2023","1906","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"passed","Thu Apr 06 04:18:45 GMT 2023","Thu Apr 06 04:18:48 GMT 2023","2796","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"passed","Thu Apr 06 04:18:50 GMT 2023","Thu Apr 06 04:18:50 GMT 2023","486","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Thu Apr 06 04:18:51 GMT 2023","Thu Apr 06 04:18:54 GMT 2023","2080","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
