"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 03:13:50 GMT 2023","Thu Apr 06 03:13:54 GMT 2023","4339","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"passed","Thu Apr 06 03:13:46 GMT 2023","Thu Apr 06 03:13:50 GMT 2023","3488","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Thu Apr 06 03:13:41 GMT 2023","Thu Apr 06 03:13:46 GMT 2023","5020","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"passed","Thu Apr 06 03:13:50 GMT 2023","Thu Apr 06 03:13:53 GMT 2023","3556","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Thu Apr 06 03:13:54 GMT 2023","Thu Apr 06 03:13:56 GMT 2023","2237","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Thu Apr 06 03:13:57 GMT 2023","Thu Apr 06 03:14:03 GMT 2023","5730","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"passed","Thu Apr 06 03:14:00 GMT 2023","Thu Apr 06 03:14:04 GMT 2023","4305","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"passed","Thu Apr 06 03:13:53 GMT 2023","Thu Apr 06 03:13:57 GMT 2023","3325","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"passed","Thu Apr 06 03:13:41 GMT 2023","Thu Apr 06 03:13:50 GMT 2023","8631","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Thu Apr 06 03:13:56 GMT 2023","Thu Apr 06 03:14:00 GMT 2023","3333","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
