"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 11:27:48 GMT 2023","Thu Apr 06 11:27:52 GMT 2023","4150","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"passed","Thu Apr 06 11:27:56 GMT 2023","Thu Apr 06 11:28:00 GMT 2023","4422","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"passed","Thu Apr 06 11:28:03 GMT 2023","Thu Apr 06 11:28:09 GMT 2023","5837","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"passed","Thu Apr 06 11:28:02 GMT 2023","Thu Apr 06 11:28:06 GMT 2023","3382","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"passed","Thu Apr 06 11:27:52 GMT 2023","Thu Apr 06 11:27:56 GMT 2023","3498","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Thu Apr 06 11:28:06 GMT 2023","Thu Apr 06 11:28:10 GMT 2023","4383","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"passed","Thu Apr 06 11:27:56 GMT 2023","Thu Apr 06 11:28:00 GMT 2023","3395","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Thu Apr 06 11:28:00 GMT 2023","Thu Apr 06 11:28:03 GMT 2023","3626","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
"passed","Thu Apr 06 11:27:48 GMT 2023","Thu Apr 06 11:27:56 GMT 2023","8318","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Thu Apr 06 11:28:00 GMT 2023","Thu Apr 06 11:28:02 GMT 2023","2241","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
