"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Apr 06 06:42:46 GMT 2023","Thu Apr 06 06:42:48 GMT 2023","2069","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","get_space_successfully","verify that get space successfully",""
"passed","Thu Apr 06 06:42:44 GMT 2023","Thu Apr 06 06:42:45 GMT 2023","888","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","create_space_successfully","verify that create space successfully",""
"passed","Thu Apr 06 06:42:43 GMT 2023","Thu Apr 06 06:42:44 GMT 2023","986","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","get_folder_successfully","get folder successfully",""
"passed","Thu Apr 06 06:42:40 GMT 2023","Thu Apr 06 06:42:43 GMT 2023","3051","Setel Regression Suite","Setel Admin test on chrome","api.tests.FolderTests","api.tests.FolderTests","delete_folder_successfully","verify that delete folder successfully",""
"passed","Thu Apr 06 06:42:44 GMT 2023","Thu Apr 06 06:42:45 GMT 2023","885","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","delete_list_successfully","verify that delete list successfully",""
"passed","Thu Apr 06 06:42:46 GMT 2023","Thu Apr 06 06:42:47 GMT 2023","1536","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","update_list_successfully","verify that update list successfully",""
"passed","Thu Apr 06 06:42:48 GMT 2023","Thu Apr 06 06:42:49 GMT 2023","814","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","update_space_successfully","verify that update space successfully",""
"passed","Thu Apr 06 06:42:45 GMT 2023","Thu Apr 06 06:42:46 GMT 2023","526","Setel Regression Suite","Setel Admin test on chrome","api.tests.SpaceTests","api.tests.SpaceTests","delete_space_successfully","verify that delete space successfully",""
"passed","Thu Apr 06 06:42:40 GMT 2023","Thu Apr 06 06:42:44 GMT 2023","3757","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","create_list_successfully","verify that create list successfully",""
"passed","Thu Apr 06 06:42:45 GMT 2023","Thu Apr 06 06:42:46 GMT 2023","821","Setel Regression Suite","Setel Admin test on chrome","api.tests.ListTests","api.tests.ListTests","get_list_successfully","verify that get list successfully",""
